	5.195	5.395	6.625		6.195	7.755	6.075	6.615	6.095	7.115	5.155	4.815	8.405	6.875	6.885		7.775	8.475		9.845	6.735		6.945	5.585	7.835	7.465	6.695	8.175	7.605	9.305	8.525	8.945	9.585	6.435	9.485	7.955						7.091
	5.535	5.685	6.595		6.185	7.795	6.185	6.685	6.485	7.055	5.315	4.695	8.365	6.775	6.935		7.745	8.555		9.825	6.665		6.965	5.585	7.775	7.445	6.895	8.235	7.475	9.285	8.625	8.995	9.605	6.535	9.505	7.995						7.2
	5.605	5.915	6.555		6.195	7.815	6.135	6.735	6.845	7.215	5.755	5.325	8.325	6.705	6.975		7.745	8.625	6.905	9.835	6.655		6.985	5.575	7.705	7.445	6.945	8.195	7.535	9.275	8.715	9.065	9.655	6.605	9.535	8.015						7.387
	5.695		6.515		6.185	7.865	6.045	6.805	7.025	7.335	6.045	5.505	8.295	6.725	6.965		7.745	8.735	6.875	9.835	6.645		6.975	5.565	7.615	7.445	6.885	8.135	7.685	9.305	8.785	9.055	9.705	6.665	9.555	8.075						7.553
	5.665		6.495		6.185	7.935	5.945	6.885	7.095	7.415	6.285	5.645	8.265	6.805	6.945		7.735	8.825	6.835	9.845	6.745		6.985	5.565	7.505	7.445	6.795	8.135	7.825	9.345	8.875	9.025	9.785	6.735	9.585	8.135						7.7
	5.635		6.485		6.195	8.015	5.895	6.925	7.135	7.475	6.475	5.875	8.245	6.945	6.845		7.755	8.875	6.765	9.845	6.905		6.985	5.575	7.355	7.445	6.665	8.175	7.885	9.385	8.995	9.005	9.805	6.815	9.615	8.185						7.815
	5.615		6.495		6.185	8.095	5.975	6.935	7.135	7.545	6.625	6.035	8.255	7.125	6.765		7.805	8.925	6.705	9.855	7.035		7.005	5.605	7.265	7.485	6.555	8.175	7.885	9.425	9.095	8.995	9.805	6.935	9.655	8.275						
	5.635		6.555		6.185	8.175	6.155	6.955	7.075	7.645	6.775	6.245	8.255	7.225	6.705		7.855	8.995	6.655	9.845	7.075		7.045	5.625	7.225	7.625	6.495	8.135	7.945	9.485	9.195	8.965	9.795	7.085	9.695	8.405						8.028
	5.645		6.615		6.205	8.305		6.945	7.025	7.715	6.915	6.485	8.215	7.185	6.665		7.955	9.035	6.685	9.825	7.115		7.085	5.625	7.195	7.755	6.425	8.055	8.055	9.535	9.295	8.845	9.825	7.255	9.745	8.525						8.079
	5.665		6.675		6.255	8.425		6.935	6.995	7.855	6.955	6.625	8.155	7.135	6.735		8.055	9.065	6.785	9.815	7.155		7.105	5.625	7.175	7.885	6.465	8.095	8.155	9.585	9.385	8.875	9.845	7.405	9.805	8.625						8.125
	5.725		6.715		6.285	8.535		6.835	7.015	8.005	6.955	6.855	8.105	7.055	6.925		8.075	9.085	6.905	9.825	7.195		7.125	5.585	7.185	8.015	6.565	8.145	8.245	9.645	9.425	8.915	9.855	7.525	9.865	8.715						8.152
	5.765		6.765		6.365	8.705		6.875	7.005	8.125	6.915	6.855	8.045	7.005	6.955		8.105	9.105	6.895	9.835	7.235		7.145	5.575	7.245	8.145	6.715	8.145	8.365	9.705	9.445	8.995	9.885	7.685	9.915	8.785						8.212
	5.785		6.795		6.475	8.725		6.915	6.985	8.215	6.785	6.955	7.975	6.915	7.055		8.135	9.155	6.855	9.845	7.275		7.145	5.575	7.365	8.235	6.915	8.185	8.445	9.765	9.445	9.075	9.905	7.895	9.945	8.945						8.287
	5.765		6.805		6.645	8.825		6.955	6.945	8.285	6.665	7.135	7.915	6.855	7.125		8.175	9.195	6.815	9.845	7.315		7.155	5.595	7.435	8.305	7.205	8.205	8.535	9.835	9.455	9.125	9.915	8.065	10.025	9.105						8.339
	5.665		6.795		6.865	8.905		6.995	6.845	8.305	6.525	7.535	7.845	6.885	7.255		8.225	9.255	6.835	9.825	7.345		7.165	5.675	7.475	8.345	7.395	8.285	8.585	9.875	9.475	9.165	9.935	8.155	10.065	9.175						8.39
	5.605		6.765		7.075	8.955			6.705	8.335	6.405	7.715	7.795	7.005	7.395		8.275	9.295	6.945	9.805	7.415		7.185	5.725	7.525	8.365	7.865	8.345	8.635	9.935	9.445	9.225	9.935	8.215	10.075	9.225						8.448
	5.495		6.765		7.325	8.985			6.555	8.365	6.225	7.735	7.725	7.095	7.465		8.295	9.355	7.125	9.785	7.495		7.195	5.735	7.575	8.365	8.105	8.315	8.675	9.965	9.475	9.275	9.955	8.305	10.135	9.305						8.491
	5.545		6.795		7.545	9.015			6.405	8.415	6.005	7.755	7.665	7.215	7.515		8.315	9.385	7.305	9.755	7.645		7.215	5.775	7.645	8.385	8.335	8.325	8.705	9.995	9.515	9.255	9.965	8.345	10.235	9.405						8.538
	5.695		6.835		7.755	9.075			6.265	8.495	5.915	7.765	7.595	7.315	7.555		8.375	9.405	7.525	9.725	7.785		7.215	5.815	7.715	8.415	8.465	8.445	8.685	10.035	9.535	9.245	9.965	8.355	10.355	9.515						8.576
	5.625		6.875		7.955	9.155			6.175	8.605	5.845	7.715	7.525	7.365	7.625		8.455	9.425	7.705	9.675	7.785		7.215	5.855	7.755	8.455	8.555	8.565	8.655	10.105	9.585	9.255	9.955	8.405	10.495	9.595						8.571
